Candidate,tscore,mi,mi3,mi_log_f,ll,mle,ms,log_dice,avg,norm,opt,label
căn_bệnh ung_thư,"-0,005142916906","18,10305397","18,10305397","12,54808082","1817,449779","0,0000871156024","0,01960784314","15,00006251",,,,1
xét_nghiệm di_truyền,"0,1599337654","21,59490707","26,23876326","38,69287923","1728,108886","0,000435578012","0,4545454545","17,32194064",,,,1
nguy_cơ mắc,"0,1597872485","19,39750133","24,04135752","34,75565669","15049,26911","0,000435578012","0,1041666667","17,32194059",,,,0
mắc bệnh,"0,1223172944","19,37138268","24,98609252","40,28165786","2675,700745","0,0006098092168","0,1147540984","17,80736384",,,,1
bệnh ung_thư,"0,1092221788","17,98225119","23,98225119","39,51104426","22082,71844","0,0006969248192","0,131147541","18,00000777",,,,1
lựa_chọn dứt_khoát,"-0,0006969779431","22,97341869","22,97341869","15,92396039","1647,253392","0,0000871156024","0,1428571429","15,00006279",,,,0
gen brca,"0,2220188698","21,14899026","24,31891526","29,31872594","2960,413922","0,0002613468072","0,2142857143","16,5849834",,,,0
gen jolie,"-0,002091836936","19,60709648","19,60709648","13,59060364","2999,843864","0,0000871156024","0,07142857143","15,0000627",,,,0
nguy_cơ phát_triển,"0,2486046932","18,1596375","20,1596375","19,95040092","15090,54787","0,0001742312048","0,04166666667","16,00003124",,,,0
phát_triển khối_u,"-0,001742797752","20,56402776","20,56402776","14,25389786","3456,790174","0,0000871156024","0,0625","15,00006272",,,,1
gen ức_chế,"-0,001481283984","21,0665281","21,0665281","14,60220455","2999,843864","0,0000871156024","0,07142857143","15,00006274",,,,1
ức_chế khối_u,"-0,0006099002864","22,6514906","22,6514906","15,70081684","1033,146073","0,0000871156024","0,25","15,0000628",,,,1
nguy_cơ ung_thư,"0,2478392443","16,60164205","18,60164205","18,23876797","15090,54787","0,0001742312048","0,03921568627","16,00003115",,,,1
gia_tăng số_lượng,"-0,0006970386562","22,38845619","22,38845619","15,51849529","1033,146073","0,0000871156024","0,2","15,00006279",,,,0
tạp_chí breast,"-0,0006969779431","22,97341869","22,97341869","15,92396039","1647,253392","0,0000871156024","0,1428571429","15,00006279",,,,0
breast cancer,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,1
cancer research,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
giáo_sư gareth,"0,2498910941","23,6514906","25,6514906","25,98381821","992,170213","0,0001742312048","0,6666666667","16,0000314",,,,0
gareth evans,"0,2499128768","23,97341869","25,97341869","26,33749238","839,4298621","0,0001742312048",1,"16,0000314",,,,0
chủ_tịch hội,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
hội từ_thiện,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
phòng_chống ung_thư,"-0,004530398371","20,27297897","20,27297897","14,05215822","727,5517564","0,0000871156024","0,01960784314","15,00006255",,,,1
sức ảnh_hưởng,"-0,002527111383","19,95105088","19,95105088","13,82901467","1178,449841","0,0000871156024","0,04","15,00006268",,,,0
phát_triển ung_thư,"0,2485392655","18,07557324","20,07557324","19,85804688","3437,424097","0,0001742312048","0,03921568627","16,00003123",,,,1
gen brca2,"-0,001394062134","21,4815656","21,4815656","14,88988663","2999,843864","0,0000871156024","0,07142857143","15,00006275",,,,0
phát_triển thành,"-0,001568323695","21,30099335","21,30099335","14,76472348","3456,790174","0,0000871156024","0,0625","15,00006274",,,,0
thành ung_thư,"-0,004617901019","19,68801647","19,68801647","13,64669311","888,2182731","0,0000871156024","0,01960784314","15,00006255",,,,0
suy_giảm nhẹ,"-0,000958484122","21,6514906","21,6514906","15,00766966","1647,253392","0,0000871156024","0,1428571429","15,00006277",,,,0
phụ_nữ tiến_hành,"-0,004620132222","18,1596375","18,1596375","12,58730153","13201,44399","0,0000871156024","0,02272727273","15,00006255",,,,0
tiến_hành phẫu_thuật,"-0,001481511658","20,4815656","20,4815656","14,19673945","1995,15439","0,0000871156024","0,1111111111","15,00006274",,,,0
bệnh_nhân ung_thư,"0,2214952267","18,04860619","21,21853119","25,02068098","5569,270068","0,0002613468072","0,05882352941","16,58498331",,,,1
vú giáo_sư,"-0,002701221161","20,1154377","20,1154377","13,94295893","6866,630924","0,0000871156024","0,03571428571","15,00006266",,,,0
hình_tượng trong_sạch,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
trái_tim quả_cảm,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
lan_toả tinh_thần,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
tinh_thần mạnh_mẽ,"-0,0003484927661","23,80349369","23,80349369","16,49932454","888,2182731","0,0000871156024","0,5","15,00006281",,,,0
vực dậy,"-0,000348485177","23,97341869","23,97341869","16,61710757","727,5517564","0,0000871156024","0,3333333333","15,00006281",,,,0
dậy niềm,"-0,0005227619166","22,97341869","22,97341869","15,92396039","1033,146073","0,0000871156024","0,3333333333","15,0000628",,,,
lo_lắng liệu,"-0,0004356235468","23,38845619","23,38845619","16,21164247","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
vẻ quyến_rũ,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
phẫu_thuật ngừa,"-0,0008712774501","22,21853119","22,21853119","15,40071225","1817,449779","0,0000871156024","0,125","15,00006278",,,,0
ngừa bệnh,"-0,005489208825","19,43425988","19,43425988","13,47080244","888,2182731","0,0000871156024","0,01639344262","15,00006249",,,,1
động_lực khuyến_khích,"-0,0005227315601","23,38845619","23,38845619","16,21164247","1328,31772","0,0000871156024","0,2","15,0000628",,,,0
điều_trị kịp_thời,"-0,00348520087","20,10305397","20,10305397","13,93437518","10586,13259","0,0000871156024","0,02631578947","15,00006262",,,,0
liều thuốc,"-0,002614082792","20,16606377","20,16606377","13,97805024","1033,146073","0,0000871156024","0,03703703704","15,00006267",,,,1
công_dụng thuốc,"-0,002439441774","21,16606377","21,16606377","14,67119743","727,5517564","0,0000871156024","0,03703703704","15,00006268",,,,1
thuốc lynparza,"0,2493464793","20,7935096","22,7935096","22,84400517","6522,250751","0,0001742312048","0,07407407407","16,00003133",,,,0
lynparza điều_trị,"-0,003572604859","19,68801647","19,68801647","13,64669311","1033,146073","0,0000871156024","0,02631578947","15,00006261",,,,0
thập_kỷ nghiên_cứu,"-0,006534231776","19,7446","19,7446","13,68591382","727,5517564","0,0000871156024","0,01351351351","15,00006243",,,,0
cục quản_lý,"-0,0003484927661","23,80349369","23,80349369","16,49932454","888,2182731","0,0000871156024","0,5","15,00006281",,,,0
quản_lý thực_phẩm,"-0,0009584082308","22,0665281","22,0665281","15,29535173","888,2182731","0,0000871156024","0,1111111111","15,00006277",,,,0
dược_phẩm hoa_kỳ,"-0,0005227543275","23,0665281","23,0665281","15,98849892","888,2182731","0,0000871156024","0,25","15,0000628",,,,0
phê_duyệt thuốc,"-0,002614082792","20,16606377","20,16606377","13,97805024","1033,146073","0,0000871156024","0,03703703704","15,00006267",,,,0
công_ty dược_phẩm,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
dược_phẩm astrazeneca,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
astrazeneca plc,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
ung_thư buồng_trứng,"-0,004880408962","18,68801647","18,68801647","12,95354593","16616,3956","0,0000871156024","0,01960784314","15,00006253",,,,1
chất ức_chế,"0,2497603866","22,3295625","24,3295625","24,53153177","1791,621684","0,0001742312048","0,25","16,00003138",,,,1
ức_chế parp,"0,2498910941","23,6514906","25,6514906","25,98381821","992,170213","0,0001742312048","0,6666666667","16,0000314",,,,0
parp ngăn,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
tế_bào ung_thư,"0,1387095706","18,86751018","24,03743518","36,71447955","5227,117213","0,0005226936144","0,1176470588","17,5849729",,,,1
ung_thư sửa,"-0,004530398371","20,27297897","20,27297897","14,05215822","16616,3956","0,0000871156024","0,01960784314","15,00006255",,,,0
sửa lỗi,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
lỗi dna,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
khối_u phát_triển,"-0,001742797752","20,56402776","20,56402776","14,25389786","1178,449841","0,0000871156024","0,0625","15,00006272",,,,1
phát_triển chậm,"-0,001742797752","20,56402776","20,56402776","14,25389786","3456,790174","0,0000871156024","0,0625","15,00006272",,,,0
ngừng phát_triển,"-0,001568323695","21,30099335","21,30099335","14,76472348","888,2182731","0,0000871156024","0,0625","15,00006274",,,,0
ca_ngợi động_thái,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
thuốc điều_trị,"0,2215921888","18,29393859","21,46386359","25,36078391","6506,460473","0,0002613468072","0,07894736842","16,58498332",,,,1
điều_trị bệnh,"0,1869598727","17,55873346","21,55873346","28,25969132","10542,17675","0,0003484624096","0,06557377049","17,00001557",,,,0
đại_học southampton,"-0,001742456242","21,6514906","21,6514906","15,00766966","4201,716095","0,0000871156024","0,05263157895","15,00006272",,,,0
southampton tiến_hành,"-0,0008712243262","22,6514906","22,6514906","15,70081684","727,5517564","0,0000871156024","0,1111111111","15,00006278",,,,0
vú đột_biến,"0,2491282065","19,25917317","21,25917317","21,15836432","6850,42889","0,0001742312048","0,07142857143","16,00003131",,,,1
đột_biến brca,"0,2495860415","20,99613877","22,99613877","23,06661607","2552,838183","0,0001742312048","0,1666666667","16,00003136",,,,0
dạng bệnh,"-0,005489208825","19,43425988","19,43425988","13,47080244","888,2182731","0,0000871156024","0,01639344262","15,00006249",,,,1
biện_pháp điều_trị,"-0,003397796881","20,68801647","20,68801647","14,33984029","727,5517564","0,0000871156024","0,02631578947","15,00006262",,,,1
phát bệnh,"-0,005401630286","20,01922238","20,01922238","13,87626755","727,5517564","0,0000871156024","0,01639344262","15,0000625",,,,1
phụ_nữ đột_biến,"-0,004882480794","17,78112588","17,78112588","12,32493727","13201,44399","0,0000871156024","0,02272727273","15,00006253",,,,0
bác_sĩ điều_trị,"0,2487353818","18,19205898","20,19205898","19,98601955","4448,008105","0,0001742312048","0,05263157895","16,00003126",,,,1
mắc ung_thư,"-0,005580430146","17,46562405","17,46562405","12,10624807","2783,229555","0,0000871156024","0,01960784314","15,00006249",,,,1
thuốc chống,"-0,002526762283","20,58110127","20,58110127","14,26573232","6538,615341","0,0000871156024","0,03703703704","15,00006268",,,,0
chống ung_thư,"-0,004617901019","19,68801647","19,68801647","13,64669311","888,2182731","0,0000871156024","0,01960784314","15,00006255",,,,1
lối sống,"0,1224009554","21,21853119","26,83324103","44,12269521","1518,790259","0,0006098092168","0,35","17,80736387",,,,0
vú lynparza,"-0,002701221161","20,1154377","20,1154377","13,94295893","6866,630924","0,0000871156024","0,03571428571","15,00006266",,,,1
hồi chuông,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,0
chuông báo_động,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
vú ảnh_hưởng,"-0,004622439317","17,41499798","17,41499798","12,07115675","6866,630924","0,0000871156024","0,03571428571","15,00006255",,,,0
khả_năng sinh_sản,"-0,001132593901","22,27297897","22,27297897","15,43845258","2574,491734","0,0000871156024","0,08333333333","15,00006276",,,,1
giúp bệnh_nhân,"0,2488443978","18,31878266","20,31878266","20,12523975","7186,581524","0,0001742312048","0,06896551724","16,00003127",,,,0
vú đối_mặt,"-0,002526564965","21,1154377","21,1154377","14,63610611","6866,630924","0,0000871156024","0,03571428571","15,00006268",,,,0
lựa_chọn liệu_pháp,"-0,0006969779431","22,97341869","22,97341869","15,92396039","1647,253392","0,0000871156024","0,1428571429","15,00006279",,,,0
liệu_pháp điều_trị,"-0,003397796881","20,68801647","20,68801647","14,33984029","727,5517564","0,0000871156024","0,02631578947","15,00006262",,,,1
nguy_cơ suy_giảm,"-0,004793908079","18,35870885","18,35870885","12,72528728","15104,87303","0,0000871156024","0,02083333333","15,00006253",,,,0
suy_giảm trí_tuệ,"0,1599581739","22,38845619","27,03231238","40,11472838","1553,6561","0,000435578012","0,7142857143","17,32194064",,,,1
tổn_thương não,"0,1598709924","20,44359775","25,08745393","36,63000984","1909,366413","0,000435578012","0,1785714286","17,32194062",,,,1
mắc chứng,"-0,00183021692","19,99613877","19,99613877","13,86026721","2783,229555","0,0000871156024","0,07692307692","15,00006272",,,,1
trung_tâm bệnh_tật,"-0,0002613619855","24,38845619","24,38845619","16,90478965","888,2182731","0,0000871156024","0,5","15,00006282",,,,1
bệnh_tật rush,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
rush alzheimer,"-0,0004356235468","23,38845619","23,38845619","16,21164247","888,2182731","0,0000871156024","0,3333333333","15,00006281",,,,0
trung_tâm y_tế,"-0,0004356235468","23,38845619","23,38845619","16,21164247","888,2182731","0,0000871156024","0,3333333333","15,00006281",,,,0
y_tế đại_học,"-0,001916975833","20,6514906","20,6514906","14,31452248","1033,146073","0,0000871156024","0,05263157895","15,00006271",,,,0
đại_học rush,"-0,001829716037","21,0665281","21,0665281","14,60220455","4201,716095","0,0000871156024","0,05263157895","15,00006272",,,,0
dấu_hiệu sức_khoẻ,"-0,00313752773","19,21186746","19,21186746","13,31665176","1484,339443","0,0000871156024","0,03333333333","15,00006264",,,,1
sức_khoẻ não,"0,24873523","18,0665281","20,0665281","19,84810978","7530,710925","0,0001742312048","0,06666666667","16,00003126",,,,0
tiến_sĩ zoe,"-0,0005227315601","23,38845619","23,38845619","16,21164247","1328,31772","0,0000871156024","0,2","15,0000628",,,,0
zoe arvanitakis,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
arvanitakis giải_thích,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
liệu huyết_áp,"-0,00749321678","18,97906525","18,97906525","13,15528557","888,2182731","0,0000871156024","0,0119047619","15,00006237",,,,0
dấu_hiệu lão_hoá,"-0,001132821575","21,16606377","21,16606377","14,67119743","1484,339443","0,0000871156024","0,1428571429","15,00006276",,,,0
lão_hoá não,"0,2492373666","19,89660309","21,89660309","21,85865266","1619,782334","0,0001742312048","0,07142857143","16,00003132",,,,1
não bao_gồm,"-0,002701221161","20,1154377","20,1154377","13,94295893","6866,630924","0,0000871156024","0,03571428571","15,00006266",,,,0
bao_gồm mảng,"-0,0005227619166","22,97341869","22,97341869","15,92396039","1033,146073","0,0000871156024","0,3333333333","15,0000628",,,,0
mảng xơ_vữa,"-0,0004356235468","23,38845619","23,38845619","16,21164247","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
bệnh alzheimer,"-0,005576787364","19,01922238","19,01922238","13,18312037","22174,54794","0,0000871156024","0,01639344262","15,00006249",,,,1
nhồi máu,"0,2496732672","22,0665281","24,0665281","24,24255893","839,4298621","0,0001742312048","0,1538461538","16,00003137",,,,1
cung_cấp máu,"-0,001394145614","21,16606377","21,16606377","14,67119743","1033,146073","0,0000871156024","0,07692307692","15,00006275",,,,1
con_số đo,"-0,001481086667","21,88595585","21,88595585","15,17018859","727,5517564","0,0000871156024","0,0625","15,00006274",,,,0
milimét thuỷ_ngân,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
huyết_áp tâm,"0,09866533965","19,43425988","25,77410988","44,74903709","37892,00884","0,0007840404216","0,1071428571","18,16993192",,,,0
tâm thu,"0,1599442269","21,90302936","26,54688555","39,24496027","1909,366413","0,000435578012","0,5555555556","17,32194064",,,,0
đo áp_lực,"-0,001481086667","21,88595585","21,88595585","15,17018859","3456,790174","0,0000871156024","0,0625","15,00006274",,,,0
tim co_bóp,"-0,001219717092","22,16606377","22,16606377","15,36434461","2783,229555","0,0000871156024","0,07692307692","15,00006276",,,,1
tâm trương,"0,1874183035","21,95105088","25,95105088","35,3288535","1928,099331","0,0003484624096","0,4444444444","17,00001568",,,,0
trương tức_là,"-0,0006098547516","23,16606377","23,16606377","16,05749179","1484,339443","0,0000871156024","0,1666666667","15,0000628",,,,0
tức_là áp_suất,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
tim nghỉ,"-0,001219717092","22,16606377","22,16606377","15,36434461","2783,229555","0,0000871156024","0,07692307692","15,00006276",,,,0
nhịp đập,"-0,000348485177","23,97341869","23,97341869","16,61710757","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
huyết_áp ảnh_hưởng,"-0,009511537831","15,86358804","15,86358804","10,99580132","37993,11798","0,0000871156024","0,0119047619","15,00006224",,,,0
độ lệch,"0,1874292015","22,27297897","26,27297897","35,84697678","1928,099331","0,0003484624096","0,4444444444","17,00001569",,,,0
thu trung_bình,"0,2496296259","21,21853119","23,21853119","23,31093911","1619,782334","0,0001742312048","0,2","16,00003137",,,,0
nguy_cơ tổn_thương,"0,2216701258","19,30099335","22,47091835","26,75685824","15076,51298","0,0002613468072","0,0625","16,58498334",,,,1
nguy_cơ tử_vong,"0,1223422182","19,75148639","25,36619623","41,0720613","15023,05779","0,0006098092168","0,1458333333","17,80736385",,,,1
tử_vong gia_tăng,"-0,001307007245","21,27297897","21,27297897","14,7453054","2574,491734","0,0000871156024","0,08333333333","15,00006275",,,,0
nhà_nghiên_cứu điều_tra,"-0,002090949008","21,38845619","21,38845619","14,82534811","5306,371013","0,0000871156024","0,04347826087","15,0000627",,,,0
đặc_điểm thần_kinh,"0,2497821655","22,38845619","24,38845619","24,5962331","1142,608223","0,0001742312048","0,3333333333","16,00003139",,,,0
bệnh suy_giảm,"-0,005927101521","18,01922238","18,01922238","12,48997319","22174,54794","0,0000871156024","0,01639344262","15,00006246",,,,0
sợi xoắn,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,1
tế_bào thần_kinh,"0,2493681501","20,3295625","22,3295625","22,33430719","5289,224481","0,0001742312048","0,08695652174","16,00003134",,,,1
tích_tụ protein,"0,249760379","22,21853119","24,21853119","24,4095514","1619,782334","0,0001742312048","0,2857142857","16,00003138",,,,1
chỉ_số huyết_áp_cao,"-0,0009584082308","22,0665281","22,0665281","15,29535173","888,2182731","0,0000871156024","0,1111111111","15,00006277",,,,1
số_lượng tích_tụ,"-0,001045652848","21,38845619","21,38845619","14,82534811","1328,31772","0,0000871156024","0,1428571429","15,00006277",,,,1
số_lượng mảng,"-0,0006970386562","22,38845619","22,38845619","15,51849529","1328,31772","0,0000871156024","0,2","15,00006279",,,,1
bám xơ_vữa,"-0,0003484927661","23,80349369","23,80349369","16,49932454","888,2182731","0,0000871156024","0,5","15,00006281",,,,0
sức_khoẻ nghiêm_trọng,"-0,003312214282","18,84929738","18,84929738","13,06533733","7546,618633","0,0000871156024","0,03333333333","15,00006263",,,,0
hút thuốc_lá,"0,2221157274","22,51398707","25,68391207","31,21101333","1768,416562","0,0002613468072","0,375","16,58498342",,,,0
hạn_chế tối_đa,"-0,0006969779431","22,97341869","22,97341869","15,92396039","1647,253392","0,0000871156024","0,1428571429","15,00006279",,,,0
giúp mẹ,"-0,00523375877","17,0665281","17,0665281","11,82961583","7202,631599","0,0000871156024","0,03225806452","15,00006251",,,,0
bầu đối_phó,"-0,0005227315601","23,38845619","23,38845619","16,21164247","1328,31772","0,0000871156024","0,2","15,0000628",,,,0
trí_nhớ thoáng,"-0,001045470709","22,38845619","22,38845619","15,51849529","2373,598768","0,0000871156024","0,09090909091","15,00006277",,,,0
kiểm_soát bệnh,"-0,005839522982","18,21186746","18,21186746","12,62350458","1484,339443","0,0000871156024","0,01639344262","15,00006247",,,,0
bệnh_nhân hiv,"0,2493900086","20,68801647","22,68801647","22,72810913","5585,535143","0,0001742312048","0,08333333333","16,00003134",,,,0
viêm gan,"0,1873638221","21,05455545","25,05455545","33,88599978","1573,511056","0,0003484624096","0,2222222222","17,00001567",,,,1
gan c,"0,2220189069","21,58110127","24,75102627","29,917759","3909,26469","0,0002613468072","0,1666666667","16,5849834",,,,1
c kết_hợp,"-0,0005227619166","22,97341869","22,97341869","15,92396039","1033,146073","0,0000871156024","0,3333333333","15,0000628",,,,0
kết_hợp cà_phê,"-0,001307007245","21,27297897","21,27297897","14,7453054","1033,146073","0,0000871156024","0,08333333333","15,00006275",,,,0
khả_năng sống,"-0,002789520668","18,88066155","18,88066155","13,08707732","2574,491734","0,0000871156024","0,05","15,00006266",,,,0
bệnh_nhân nhiễm,"-0,002876454131","19,00763441","19,00763441","13,1750882","5602,463355","0,0000871156024","0,04166666667","15,00006265",,,,0
nhiễm hiv,"-0,00113277604","21,3295625","21,3295625","14,78452611","1995,15439","0,0000871156024","0,1111111111","15,00006276",,,,1
bệnh viêm,"-0,005927101521","18,01922238","18,01922238","12,48997319","22174,54794","0,0000871156024","0,01639344262","15,00006246",,,,0
nhiễm hcv,"-0,001219959944","21,0665281","21,0665281","14,60220455","1995,15439","0,0000871156024","0,1111111111","15,00006276",,,,0
vêm gan,"-0,00165533305","21,72549118","21,72549118","15,05896296","727,5517564","0,0000871156024","0,05555555556","15,00006273",,,,1
ung_thư gan,"0,2484955142","17,92357014","19,92357014","19,69105441","16602,22905","0,0001742312048","0,03921568627","16,00003123",,,,1
hiệp_hội nghiên_cứu,"-0,006534231776","19,7446","19,7446","13,68591382","727,5517564","0,0000871156024","0,01351351351","15,00006243",,,,0
nghiên_cứu gan,"-0,00802474414","16,49667249","16,49667249","11,43462202","30595,65845","0,0000871156024","0,01351351351","15,00006233",,,,0
gan châu_âu,"-0,001742585257","21,14052868","21,14052868","14,65349785","3945,459488","0,0000871156024","0,05555555556","15,00006272",,,,0
ngăn_ngừa gan,"-0,002091594084","19,91813626","19,91813626","13,80619999","1484,339443","0,0000871156024","0,05555555556","15,0000627",,,,0
kháng insulin,"-0,000348485177","23,97341869","23,97341869","16,61710757","1033,146073","0,0000871156024","0,3333333333","15,00006281",,,,0
cà_phê giúp,"-0,003574380715","18,36608838","18,36608838","12,73040238","2574,491734","0,0000871156024","0,03448275862","15,00006261",,,,0
giúp bảo_vệ,"-0,002701023844","20,4815656","20,4815656","14,19673945","7202,631599","0,0000871156024","0,03448275862","15,00006266",,,,0
bảo_vệ gan,"-0,001742585257","21,14052868","21,14052868","14,65349785","888,2182731","0,0000871156024","0,05555555556","15,00006272",,,,0
chất chống,"-0,0008712774501","22,21853119","22,21853119","15,40071225","1817,449779","0,0000871156024","0,125","15,00006278",,,,0
chống viêm,"-0,0007841466694","22,38845619","22,38845619","15,51849529","888,2182731","0,0000871156024","0,1428571429","15,00006278",,,,1
nghiên_cứu niels,"-0,006534231776","19,7446","19,7446","13,68591382","30595,65845","0,0000871156024","0,01351351351","15,00006243",,,,0
niels friedman,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
viện ung_thư,"-0,004792906314","18,95105088","18,95105088","13,13586749","1178,449841","0,0000871156024","0,01960784314","15,00006253",,,,0
ung_thư quốc_gia,"-0,004792906314","18,95105088","18,95105088","13,13586749","16616,3956","0,0000871156024","0,01960784314","15,00006253",,,,0
quốc_gia hoa_kỳ,"-0,0006970462453","22,3295625","22,3295625","15,47767329","1178,449841","0,0000871156024","0,25","15,00006279",,,,0
uống cà_phê,"0,2492372148","19,52220758","21,52220758","21,44733715","5289,224481","0,0001742312048","0,08695652174","16,00003132",,,,0
men gan,"-0,00165533305","21,72549118","21,72549118","15,05896296","727,5517564","0,0000871156024","0,05555555556","15,00006273",,,,1
kìm_hãm tốc_độ,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
tốc_độ phát_triển,"-0,001481086667","21,88595585","21,88595585","15,17018859","727,5517564","0,0000871156024","0,0625","15,00006274",,,,0
bệnh gan,"-0,006890465453","16,77129487","16,77129487","11,62497575","22174,54794","0,0000871156024","0,01639344262","15,0000624",,,,1
gan mạn_tính,"-0,00165533305","21,72549118","21,72549118","15,05896296","3945,459488","0,0000871156024","0,05555555556","15,00006273",,,,1
tần_suất phát_triển,"-0,001655560724","20,88595585","20,88595585","14,47704141","1033,146073","0,0000871156024","0,0625","15,00006273",,,,0
viện sức_khoẻ,"-0,002962841177","19,69729429","19,69729429","13,653124","1178,449841","0,0000871156024","0,03333333333","15,00006265",,,,0
sức_khoẻ quốc_gia,"-0,002962841177","19,69729429","19,69729429","13,653124","7546,618633","0,0000871156024","0,03333333333","15,00006265",,,,0
quốc_gia pháp,"-0,0005227543275","23,0665281","23,0665281","15,98849892","1178,449841","0,0000871156024","0,25","15,0000628",,,,0
cơ_quan quốc_gia,"-0,0006970462453","22,3295625","22,3295625","15,47767329","1178,449841","0,0000871156024","0,25","15,00006279",,,,0
nghiên_cứu viêm,"-0,007060294963","17,7446","17,7446","12,29961946","30595,65845","0,0000871156024","0,01351351351","15,00006239",,,,0
điều_trị hcv,"-0,003747412838","19,10305397","19,10305397","13,241228","10586,13259","0,0000871156024","0,02631578947","15,0000626",,,,0
ly cà_phê,"0,2220479303","21,4815656","24,6514906","29,77977325","1428,990139","0,0002613468072","0,25","16,58498341",,,,0
hút thuốc,"0,1598779726","20,59490707","25,23876326","36,90111976","1728,108886","0,000435578012","0,1851851852","17,32194062",,,,0
phân_tích dữ_liệu,"-0,0004356083685","23,6514906","23,6514906","16,39396402","1178,449841","0,0000871156024","0,25","15,00006281",,,,0
cốc cà_phê,"-0,001132593901","22,27297897","22,27297897","15,43845258","727,5517564","0,0000871156024","0,08333333333","15,00006276",,,,0
tiến_sĩ maria,"-0,0005227315601","23,38845619","23,38845619","16,21164247","1328,31772","0,0000871156024","0,2","15,0000628",,,,0
maria patrizia,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
patrizia carrieri,"-0,0001742387939","24,97341869","24,97341869","17,31025476","727,5517564","0,0000871156024",1,"15,00006282",,,,0
đại_học aix,"-0,001742456242","21,6514906","21,6514906","15,00766966","4201,716095","0,0000871156024","0,05263157895","15,00006272",,,,0
aix marseille,"-0,0002613619855","24,38845619","24,38845619","16,90478965","727,5517564","0,0000871156024","0,5","15,00006282",,,,0
đối_tượng uống,"-0,002352819465","20,0665281","20,0665281","13,90905737","1178,449841","0,0000871156024","0,04347826087","15,00006269",,,,0
tỷ_lệ sống,"-0,002789520668","18,88066155","18,88066155","13,08707732","2574,491734","0,0000871156024","0,05","15,00006266",,,,0
tiêu_thụ cà_phê,"-0,001307007245","21,27297897","21,27297897","14,7453054","1033,146073","0,0000871156024","0,08333333333","15,00006275",,,,0
khả_năng chịu_đựng,"-0,001132593901","22,27297897","22,27297897","15,43845258","2574,491734","0,0000871156024","0,08333333333","15,00006276",,,,0
bệnh nhiễm_trùng,"-0,005751944443","18,43425988","18,43425988","12,77765526","22174,54794","0,0000871156024","0,01639344262","15,00006247",,,,1
